year,track,driver,grid,position,points,driver_avg_position,driver_avg_points,driver_recent_form,track_avg_pos_change,driver_track_avg
2018,Abu Dhabi,Lewis Hamilton,1.0,1.0,25.0,4.0,14.70125786163522,4.0,0.6451612903225806,4.0
2018,Abu Dhabi,Sebastian Vettel,3.0,2.0,18.0,7.868131868131868,7.395604395604396,7.868131868131868,0.6451612903225806,7.868131868131868
2018,Abu Dhabi,Max Verstappen,6.0,3.0,15.0,2.8701298701298703,18.12012987012987,2.8701298701298703,0.6451612903225806,2.8701298701298703
2018,Abu Dhabi,Daniel Ricciardo,5.0,4.0,12.0,9.287037037037036,4.666666666666667,9.287037037037036,0.6451612903225806,9.287037037037036
2018,Abu Dhabi,Valtteri Bottas,2.0,5.0,10.0,8.17557251908397,8.183206106870228,8.17557251908397,0.6451612903225806,8.17557251908397
2018,Abu Dhabi,Carlos Sainz,11.0,6.0,8.0,7.068493150684931,7.633561643835616,7.068493150684931,0.6451612903225806,7.068493150684931
2018,Abu Dhabi,Charles Leclerc,8.0,7.0,6.0,5.510344827586207,10.758620689655173,5.510344827586207,0.6451612903225806,5.510344827586207
2018,Abu Dhabi,Sergio Perez,14.0,8.0,4.0,7.0,8.469696969696969,7.0,0.6451612903225806,7.0
2018,Abu Dhabi,Romain Grosjean,7.0,9.0,2.0,12.658536585365853,1.146341463414634,12.658536585365853,0.6451612903225806,12.658536585365853
2018,Abu Dhabi,Kevin Magnussen,13.0,10.0,1.0,13.141509433962264,1.0849056603773586,13.141509433962264,0.6451612903225806,13.141509433962264
2018,Abu Dhabi,Fernando Alonso,15.0,11.0,0.0,8.872727272727273,4.7,8.872727272727273,0.6451612903225806,8.872727272727273
2018,Abu Dhabi,Brendon Hartley,16.0,12.0,0.0,13.625,0.25,13.625,0.6451612903225806,13.625
2018,Abu Dhabi,Lance Stroll,20.0,13.0,0.0,11.575342465753424,1.8767123287671232,11.575342465753424,0.6451612903225806,11.575342465753424
2018,Abu Dhabi,Stoffel Vandoorne,18.0,14.0,0.0,12.526315789473685,0.631578947368421,12.526315789473685,0.6451612903225806,12.526315789473685
2018,Abu Dhabi,Sergey Sirotkin,19.0,15.0,0.0,14.833333333333334,0.05555555555555555,14.833333333333334,0.6451612903225806,14.833333333333334
2018,Australia,Sebastian Vettel,3.0,1.0,25.0,2.0,18.0,2.0,1.6804123711340206,2.0
2018,Australia,Lewis Hamilton,1.0,2.0,18.0,1.0,25.0,1.0,1.6804123711340206,1.0
2018,Australia,Kimi Raikkönen,2.0,3.0,15.0,9.928571428571429,4.4,9.928571428571429,1.6804123711340206,9.928571428571429
2018,Australia,Daniel Ricciardo,8.0,4.0,12.0,4.0,12.0,4.0,1.6804123711340206,4.0
2018,Australia,Fernando Alonso,10.0,5.0,10.0,11.0,0.0,11.0,1.6804123711340206,11.0
2018,Australia,Max Verstappen,4.0,6.0,8.0,3.0,15.0,3.0,1.6804123711340206,3.0
2018,Australia,Nico Hulkenberg,7.0,7.0,6.0,11.326315789473684,2.094736842105263,11.326315789473684,1.6804123711340206,11.326315789473684
2018,Australia,Valtteri Bottas,15.0,8.0,4.0,5.0,10.0,5.0,1.6804123711340206,5.0
2018,Australia,Stoffel Vandoorne,11.0,9.0,2.0,14.0,0.0,14.0,1.6804123711340206,14.0
2018,Australia,Carlos Sainz,9.0,10.0,1.0,6.0,8.0,6.0,1.6804123711340206,6.0
2018,Australia,Sergio Perez,12.0,11.0,0.0,8.0,4.0,8.0,1.6804123711340206,8.0
2018,Australia,Esteban Ocon,14.0,12.0,0.0,10.138211382113822,3.0813008130081303,10.138211382113822,1.6804123711340206,10.138211382113822
2018,Australia,Charles Leclerc,18.0,13.0,0.0,7.0,6.0,7.0,1.6804123711340206,7.0
2018,Australia,Lance Stroll,13.0,14.0,0.0,13.0,0.0,13.0,1.6804123711340206,13.0
2018,Australia,Brendon Hartley,16.0,15.0,0.0,12.0,0.0,12.0,1.6804123711340206,12.0
2018,Austria,Max Verstappen,4.0,1.0,25.0,4.5,11.5,5.0,1.1223021582733812,4.5
2018,Austria,Kimi Raikkönen,3.0,2.0,18.0,3.0,15.0,3.0,1.1223021582733812,3.0
2018,Austria,Sebastian Vettel,6.0,3.0,15.0,1.5,21.5,1.3333333333333333,1.1223021582733812,1.5
2018,Austria,Romain Grosjean,5.0,4.0,12.0,9.0,2.0,9.0,1.1223021582733812,9.0
2018,Austria,Kevin Magnussen,8.0,5.0,10.0,10.0,1.0,10.0,1.1223021582733812,10.0
2018,Austria,Esteban Ocon,11.0,6.0,8.0,12.0,0.0,12.0,1.1223021582733812,12.0
2018,Austria,Sergio Perez,15.0,7.0,6.0,9.5,2.0,10.0,1.1223021582733812,9.5
2018,Austria,Fernando Alonso,20.0,8.0,4.0,8.0,5.0,7.0,1.1223021582733812,8.0
2018,Austria,Charles Leclerc,17.0,9.0,2.0,10.0,3.0,11.0,1.1223021582733812,10.0
2018,Austria,Marcus Ericsson,18.0,10.0,1.0,11.882352941176471,0.5294117647058824,11.882352941176471,1.1223021582733812,11.882352941176471
2018,Austria,Pierre Gasly,12.0,11.0,0.0,10.383561643835616,3.047945205479452,10.383561643835616,1.1223021582733812,10.383561643835616
2018,Austria,Carlos Sainz,9.0,12.0,0.0,8.0,4.5,8.666666666666666,1.1223021582733812,8.0
2018,Austria,Sergey Sirotkin,16.0,13.0,0.0,15.0,0.0,15.0,1.1223021582733812,15.0
2018,Austria,Lance Stroll,13.0,14.0,0.0,13.5,0.0,13.666666666666666,1.1223021582733812,13.5
2018,Austria,Stoffel Vandoorne,14.0,15.0,0.0,11.5,1.0,10.666666666666666,1.1223021582733812,11.5
2018,Azerbaijan,Lewis Hamilton,2.0,1.0,25.0,1.5,21.5,1.6666666666666667,1.175,1.5
2018,Azerbaijan,Kimi Raikkönen,6.0,2.0,18.0,2.5,16.5,2.3333333333333335,1.175,2.5
2018,Azerbaijan,Sergio Perez,8.0,3.0,15.0,8.666666666666666,3.3333333333333335,8.5,1.175,8.666666666666666
2018,Azerbaijan,Sebastian Vettel,1.0,4.0,12.0,2.0,19.333333333333332,2.1666666666666665,1.175,2.0
2018,Azerbaijan,Carlos Sainz,9.0,5.0,10.0,9.333333333333334,3.0,10.333333333333334,1.175,9.333333333333334
2018,Azerbaijan,Charles Leclerc,13.0,6.0,8.0,9.666666666666666,2.6666666666666665,10.0,1.175,9.666666666666666
2018,Azerbaijan,Fernando Alonso,12.0,7.0,6.0,8.0,4.666666666666667,7.5,1.175,8.0
2018,Azerbaijan,Lance Stroll,10.0,8.0,4.0,13.666666666666666,0.0,13.833333333333334,1.175,13.666666666666666
2018,Azerbaijan,Stoffel Vandoorne,16.0,9.0,2.0,12.666666666666666,0.6666666666666666,12.833333333333334,1.175,12.666666666666666
2018,Azerbaijan,Brendon Hartley,19.0,10.0,1.0,13.5,0.0,14.0,1.175,13.5
2018,Azerbaijan,Marcus Ericsson,18.0,11.0,0.0,10.0,1.0,10.0,1.175,10.0
2018,Azerbaijan,Pierre Gasly,17.0,12.0,0.0,11.0,0.0,11.0,1.175,11.0
2018,Azerbaijan,Kevin Magnussen,15.0,13.0,0.0,7.5,5.5,6.666666666666667,1.175,7.5
2018,Azerbaijan,Valtteri Bottas,3.0,14.0,0.0,6.5,7.0,7.0,1.175,6.5
2018,Bahrain,Sebastian Vettel,1.0,1.0,25.0,2.5,17.5,3.1666666666666665,0.7876712328767124,2.5
2018,Bahrain,Valtteri Bottas,3.0,2.0,18.0,9.0,4.666666666666667,10.5,0.7876712328767124,9.0
2018,Bahrain,Lewis Hamilton,9.0,3.0,15.0,1.3333333333333333,22.666666666666668,1.3333333333333333,0.7876712328767124,1.3333333333333333
2018,Bahrain,Pierre Gasly,5.0,4.0,12.0,11.5,0.0,11.666666666666666,0.7876712328767124,11.5
2018,Bahrain,Kevin Magnussen,6.0,5.0,10.0,9.333333333333334,3.6666666666666665,9.833333333333334,0.7876712328767124,9.333333333333334
2018,Bahrain,Nico Hulkenberg,7.0,6.0,8.0,7.0,6.0,7.0,0.7876712328767124,7.0
2018,Bahrain,Fernando Alonso,13.0,7.0,6.0,7.75,5.0,7.0,0.7876712328767124,7.75
2018,Bahrain,Stoffel Vandoorne,14.0,8.0,4.0,11.75,1.0,11.0,0.7876712328767124,11.75
2018,Bahrain,Marcus Ericsson,17.0,9.0,2.0,10.5,0.5,10.666666666666666,0.7876712328767124,10.5
2018,Bahrain,Esteban Ocon,8.0,10.0,1.0,9.0,4.0,8.0,0.7876712328767124,9.0
2018,Bahrain,Carlos Sainz,10.0,11.0,0.0,8.25,4.75,8.166666666666666,0.7876712328767124,8.25
2018,Bahrain,Charles Leclerc,19.0,12.0,0.0,8.75,4.0,8.166666666666666,0.7876712328767124,8.75
2018,Bahrain,Romain Grosjean,16.0,13.0,0.0,6.5,7.0,5.666666666666667,0.7876712328767124,6.5
2018,Bahrain,Lance Stroll,20.0,14.0,0.0,12.25,1.0,11.0,0.7876712328767124,12.25
2018,Bahrain,Sergey Sirotkin,18.0,15.0,0.0,14.0,0.0,13.666666666666666,0.7876712328767124,14.0
2018,Bahrain,Sergio Perez,12.0,16.0,0.0,7.25,6.25,5.666666666666667,0.7876712328767124,7.25
2018,Bahrain,Brendon Hartley,11.0,17.0,0.0,12.333333333333334,0.3333333333333333,12.0,0.7876712328767124,12.333333333333334
2018,Belgium,Sebastian Vettel,2.0,1.0,25.0,2.2,19.0,2.3333333333333335,0.9305555555555556,2.2
2018,Belgium,Lewis Hamilton,1.0,2.0,18.0,1.75,20.75,2.1666666666666665,0.9305555555555556,1.75
2018,Belgium,Max Verstappen,7.0,3.0,15.0,3.3333333333333335,16.0,3.0,0.9305555555555556,3.3333333333333335
2018,Belgium,Valtteri Bottas,17.0,4.0,12.0,7.25,8.0,7.0,0.9305555555555556,7.25
2018,Belgium,Sergio Perez,4.0,5.0,10.0,9.0,5.0,10.166666666666666,0.9305555555555556,9.0
2018,Belgium,Esteban Ocon,3.0,6.0,8.0,9.333333333333334,3.0,9.0,0.9305555555555556,9.333333333333334
2018,Belgium,Romain Grosjean,5.0,7.0,6.0,8.666666666666666,4.666666666666667,9.333333333333334,0.9305555555555556,8.666666666666666
2018,Belgium,Kevin Magnussen,9.0,8.0,4.0,8.25,5.25,7.666666666666667,0.9305555555555556,8.25
2018,Belgium,Pierre Gasly,10.0,9.0,2.0,9.0,4.0,7.833333333333333,0.9305555555555556,9.0
2018,Belgium,Marcus Ericsson,13.0,10.0,1.0,10.0,1.0,9.833333333333334,0.9305555555555556,10.0
2018,Belgium,Carlos Sainz,19.0,11.0,0.0,8.8,3.8,9.166666666666666,0.9305555555555556,8.8
2018,Belgium,Sergey Sirotkin,15.0,12.0,0.0,14.333333333333334,0.0,14.333333333333334,0.9305555555555556,14.333333333333334
2018,Belgium,Lance Stroll,16.0,13.0,0.0,12.6,0.8,12.0,0.9305555555555556,12.6
2018,Belgium,Brendon Hartley,11.0,14.0,0.0,13.5,0.25,14.333333333333334,0.9305555555555556,13.5
2018,Belgium,Stoffel Vandoorne,20.0,15.0,0.0,11.0,1.6,9.5,0.9305555555555556,11.0
2018,Brazil,Lewis Hamilton,1.0,1.0,25.0,1.8,20.2,2.1666666666666665,1.316831683168317,1.8
2018,Brazil,Max Verstappen,5.0,2.0,18.0,3.25,15.75,2.8333333333333335,1.316831683168317,3.25
2018,Brazil,Kimi Raikkönen,4.0,3.0,15.0,2.3333333333333335,17.0,2.1666666666666665,1.316831683168317,2.3333333333333335
2018,Brazil,Daniel Ricciardo,11.0,4.0,12.0,4.0,12.0,4.0,1.316831683168317,4.0
2018,Brazil,Valtteri Bottas,3.0,5.0,10.0,6.6,8.8,5.0,1.316831683168317,6.6
2018,Brazil,Sebastian Vettel,2.0,6.0,8.0,2.0,20.4,1.5,1.316831683168317,2.0
2018,Brazil,Charles Leclerc,7.0,7.0,6.0,9.4,3.2,9.5,1.316831683168317,9.4
2018,Brazil,Romain Grosjean,8.0,8.0,4.0,8.25,5.0,8.5,1.316831683168317,8.25
2018,Brazil,Kevin Magnussen,10.0,9.0,2.0,8.2,5.0,7.833333333333333,1.316831683168317,8.2
2018,Brazil,Sergio Perez,12.0,10.0,1.0,8.4,6.2,8.333333333333334,1.316831683168317,8.4
2018,Brazil,Brendon Hartley,16.0,11.0,0.0,13.6,0.2,14.333333333333334,1.316831683168317,13.6
2018,Brazil,Carlos Sainz,15.0,12.0,0.0,9.8,2.2,10.0,1.316831683168317,9.8
2018,Brazil,Pierre Gasly,9.0,13.0,0.0,9.0,3.5,7.833333333333333,1.316831683168317,9.0
2018,Brazil,Esteban Ocon,18.0,14.0,0.0,8.5,4.25,7.333333333333333,1.316831683168317,8.5
2018,Brazil,Stoffel Vandoorne,20.0,15.0,0.0,11.2,1.6,11.666666666666666,1.316831683168317,11.2
2018,Brazil,Sergey Sirotkin,14.0,16.0,0.0,13.75,0.0,13.166666666666666,1.316831683168317,13.75
2018,Brazil,Fernando Alonso,17.0,17.0,0.0,7.6,5.2,7.166666666666667,1.316831683168317,7.6
2018,Brazil,Lance Stroll,19.0,18.0,0.0,12.6,0.8,12.5,1.316831683168317,12.6
2018,Canada,Sebastian Vettel,1.0,1.0,25.0,3.0,17.0,3.5,1.0388349514563107,3.0
2018,Canada,Valtteri Bottas,2.0,2.0,18.0,6.6,8.8,4.166666666666667,1.0388349514563107,6.6
2018,Canada,Max Verstappen,3.0,3.0,15.0,3.0,16.2,2.1666666666666665,1.0388349514563107,3.0
2018,Canada,Daniel Ricciardo,6.0,4.0,12.0,4.0,12.0,4.0,1.0388349514563107,4.0
2018,Canada,Lewis Hamilton,4.0,5.0,10.0,1.8,20.2,1.6666666666666667,1.0388349514563107,1.8
2018,Canada,Kimi Raikkönen,5.0,6.0,8.0,2.5,16.5,2.5,1.0388349514563107,2.5
2018,Canada,Nico Hulkenberg,7.0,7.0,6.0,6.5,7.0,6.333333333333333,1.0388349514563107,6.5
2018,Canada,Carlos Sainz,9.0,8.0,4.0,10.2,2.0,11.5,1.0388349514563107,10.2
2018,Canada,Esteban Ocon,8.0,9.0,2.0,9.6,3.4,10.666666666666666,1.0388349514563107,9.6
2018,Canada,Charles Leclerc,13.0,10.0,1.0,9.4,3.2,8.5,1.0388349514563107,9.4
2018,Canada,Pierre Gasly,19.0,11.0,0.0,9.8,2.8,10.166666666666666,1.0388349514563107,9.8
2018,Canada,Romain Grosjean,20.0,12.0,0.0,8.2,4.8,8.5,1.0388349514563107,8.2
2018,Canada,Kevin Magnussen,11.0,13.0,0.0,8.0,5.2,8.0,1.0388349514563107,8.0
2018,Canada,Sergio Perez,10.0,14.0,0.0,8.2,6.4,9.333333333333334,1.0388349514563107,8.2
2018,Canada,Marcus Ericsson,18.0,15.0,0.0,10.0,1.0,9.833333333333334,1.0388349514563107,10.0
2018,Canada,Stoffel Vandoorne,15.0,16.0,0.0,12.4,1.2,13.833333333333334,1.0388349514563107,12.4
2018,Canada,Sergey Sirotkin,17.0,17.0,0.0,14.2,0.0,14.5,1.0388349514563107,14.2
2018,China,Daniel Ricciardo,6.0,1.0,25.0,4.0,12.0,4.0,0.9859154929577465,4.0
2018,China,Valtteri Bottas,3.0,2.0,18.0,5.4,11.6,3.3333333333333335,0.9859154929577465,5.4
2018,China,Kimi Raikkönen,2.0,3.0,15.0,3.2,14.8,4.333333333333333,0.9859154929577465,3.2
2018,China,Lewis Hamilton,4.0,4.0,12.0,2.4,18.6,3.1666666666666665,0.9859154929577465,2.4
2018,China,Max Verstappen,5.0,5.0,10.0,3.0,16.2,2.6666666666666665,0.9859154929577465,3.0
2018,China,Nico Hulkenberg,7.0,6.0,8.0,6.666666666666667,6.666666666666667,6.666666666666667,0.9859154929577465,6.666666666666667
2018,China,Fernando Alonso,13.0,7.0,6.0,8.8,5.2,12.0,0.9859154929577465,8.8
2018,China,Sebastian Vettel,1.0,8.0,4.0,2.6,19.0,2.6666666666666665,0.9859154929577465,2.6
2018,China,Carlos Sainz,9.0,9.0,2.0,9.4,2.8,9.833333333333334,0.9859154929577465,9.4
2018,China,Kevin Magnussen,11.0,10.0,1.0,9.6,3.2,10.833333333333334,0.9859154929577465,9.6
2018,China,Esteban Ocon,12.0,11.0,0.0,9.0,3.8,10.166666666666666,0.9859154929577465,9.0
2018,China,Sergio Perez,8.0,12.0,0.0,9.6,5.2,11.166666666666666,0.9859154929577465,9.6
2018,China,Stoffel Vandoorne,14.0,13.0,0.0,12.6,1.2,15.5,0.9859154929577465,12.6
2018,China,Lance Stroll,18.0,14.0,0.0,13.4,0.8,15.666666666666666,0.9859154929577465,13.4
2018,China,Sergey Sirotkin,16.0,15.0,0.0,14.6,0.0,15.833333333333334,0.9859154929577465,14.6
2018,China,Marcus Ericsson,20.0,16.0,0.0,11.0,0.8,12.333333333333334,0.9859154929577465,11.0
2018,China,Romain Grosjean,10.0,17.0,0.0,8.8,4.4,9.833333333333334,0.9859154929577465,8.8
2018,China,Pierre Gasly,17.0,18.0,0.0,9.8,2.8,11.333333333333334,0.9859154929577465,9.8
2018,China,Charles Leclerc,19.0,19.0,0.0,8.8,3.4,9.333333333333334,0.9859154929577465,8.8
2018,China,Brendon Hartley,15.0,20.0,0.0,13.4,0.2,13.0,0.9859154929577465,13.4
2018,France,Lewis Hamilton,1.0,1.0,25.0,3.0,16.0,3.8333333333333335,0.6944444444444444,3.0
2018,France,Max Verstappen,4.0,2.0,18.0,2.8,16.6,3.8333333333333335,0.6944444444444444,2.8
2018,France,Kimi Raikkönen,6.0,3.0,15.0,3.2,14.8,4.0,0.6944444444444444,3.2
2018,France,Daniel Ricciardo,5.0,4.0,12.0,3.4,14.6,2.5,0.6944444444444444,3.4
2018,France,Sebastian Vettel,3.0,5.0,10.0,3.4,17.4,5.333333333333333,0.6944444444444444,3.4
2018,France,Kevin Magnussen,9.0,6.0,8.0,9.0,3.4,10.833333333333334,0.6944444444444444,9.0
2018,France,Valtteri Bottas,2.0,7.0,6.0,3.0,15.2,2.5,0.6944444444444444,3.0
2018,France,Carlos Sainz,7.0,8.0,4.0,10.2,1.2,9.166666666666666,0.6944444444444444,10.2
2018,France,Nico Hulkenberg,12.0,9.0,2.0,6.5,7.0,6.333333333333333,0.6944444444444444,6.5
2018,France,Charles Leclerc,8.0,10.0,1.0,10.8,3.0,14.0,0.6944444444444444,10.8
2018,France,Romain Grosjean,10.0,11.0,0.0,11.4,2.0,13.833333333333334,0.6944444444444444,11.4
2018,France,Stoffel Vandoorne,17.0,12.0,0.0,13.4,0.8,14.333333333333334,0.6944444444444444,13.4
2018,France,Marcus Ericsson,15.0,13.0,0.0,12.2,0.6,14.666666666666666,0.6944444444444444,12.2
2018,France,Brendon Hartley,20.0,14.0,0.0,14.4,0.2,16.0,0.6944444444444444,14.4
2018,France,Sergey Sirotkin,18.0,15.0,0.0,15.0,0.0,15.833333333333334,0.6944444444444444,15.0
2018,France,Fernando Alonso,16.0,16.0,0.0,9.2,4.4,10.333333333333334,0.6944444444444444,9.2
2018,France,Lance Stroll,19.0,17.0,0.0,13.4,0.8,15.166666666666666,0.6944444444444444,13.4
2018,Germany,Lewis Hamilton,14.0,1.0,25.0,2.6,18.0,2.6666666666666665,2.2666666666666666,2.6
2018,Germany,Valtteri Bottas,2.0,2.0,18.0,4.0,12.8,4.5,2.2666666666666666,4.0
2018,Germany,Kimi Raikkönen,3.0,3.0,15.0,3.4,14.2,3.5,2.2666666666666666,3.4
2018,Germany,Max Verstappen,4.0,4.0,12.0,3.0,15.2,3.1666666666666665,2.2666666666666666,3.0
2018,Germany,Nico Hulkenberg,7.0,5.0,10.0,7.0,6.0,7.666666666666667,2.2666666666666666,7.0
2018,Germany,Romain Grosjean,6.0,6.0,8.0,11.0,2.0,13.166666666666666,2.2666666666666666,11.0
2018,Germany,Sergio Perez,10.0,7.0,6.0,11.4,2.2,12.333333333333334,2.2666666666666666,11.4
2018,Germany,Esteban Ocon,15.0,8.0,4.0,10.0,2.2,10.833333333333334,2.2666666666666666,10.0
2018,Germany,Marcus Ericsson,13.0,9.0,2.0,12.6,0.6,14.333333333333334,2.2666666666666666,12.6
2018,Germany,Brendon Hartley,16.0,10.0,1.0,15.2,0.0,15.5,2.2666666666666666,15.2
2018,Germany,Kevin Magnussen,5.0,11.0,0.0,9.2,3.0,8.5,2.2666666666666666,9.2
2018,Germany,Carlos Sainz,8.0,12.0,0.0,9.6,2.0,8.333333333333334,2.2666666666666666,9.6
2018,Germany,Stoffel Vandoorne,18.0,13.0,0.0,14.2,0.0,13.0,2.2666666666666666,14.2
2018,Germany,Pierre Gasly,20.0,14.0,0.0,11.0,2.8,14.833333333333334,2.2666666666666666,11.0
2018,Germany,Charles Leclerc,9.0,15.0,0.0,11.6,1.6,13.0,2.2666666666666666,11.6
2018,Germany,Fernando Alonso,11.0,16.0,0.0,10.8,3.6,13.166666666666666,2.2666666666666666,10.8
2018,Great Britain,Sebastian Vettel,2.0,1.0,25.0,4.2,14.4,5.333333333333333,1.1450381679389312,4.2
2018,Great Britain,Lewis Hamilton,1.0,2.0,18.0,2.4,19.4,1.5,1.1450381679389312,2.4
2018,Great Britain,Kimi Raikkönen,3.0,3.0,15.0,3.6,13.6,3.0,1.1450381679389312,3.6
2018,Great Britain,Valtteri Bottas,4.0,4.0,12.0,3.6,14.0,3.6666666666666665,1.1450381679389312,3.6
2018,Great Britain,Daniel Ricciardo,6.0,5.0,10.0,3.4,14.6,3.0,1.1450381679389312,3.4
2018,Great Britain,Nico Hulkenberg,11.0,6.0,8.0,6.6,6.8,6.5,1.1450381679389312,6.6
2018,Great Britain,Esteban Ocon,10.0,7.0,6.0,9.6,2.8,9.166666666666666,1.1450381679389312,9.6
2018,Great Britain,Fernando Alonso,13.0,8.0,4.0,12.6,2.4,14.5,1.1450381679389312,12.6
2018,Great Britain,Kevin Magnussen,7.0,9.0,2.0,9.8,2.2,9.166666666666666,1.1450381679389312,9.8
2018,Great Britain,Sergio Perez,12.0,10.0,1.0,9.6,3.4,9.833333333333334,1.1450381679389312,9.6
2018,Great Britain,Stoffel Vandoorne,17.0,11.0,0.0,13.8,0.0,12.666666666666666,1.1450381679389312,13.8
2018,Great Britain,Lance Stroll,18.0,12.0,0.0,15.2,0.0,16.166666666666668,1.1450381679389312,15.2
2018,Great Britain,Pierre Gasly,14.0,13.0,0.0,13.0,0.4,14.833333333333334,1.1450381679389312,13.0
2018,Great Britain,Sergey Sirotkin,19.0,14.0,0.0,15.0,0.0,15.333333333333334,1.1450381679389312,15.0
2018,Great Britain,Max Verstappen,5.0,15.0,0.0,3.2,14.6,3.5,1.1450381679389312,3.2
2018,Hungary,Lewis Hamilton,1.0,1.0,25.0,2.6,18.0,1.5,0.8333333333333334,2.6
2018,Hungary,Sebastian Vettel,4.0,2.0,18.0,4.2,14.4,3.5,0.8333333333333334,4.2
2018,Hungary,Kimi Raikkönen,3.0,3.0,15.0,3.6,13.6,3.0,0.8333333333333334,3.6
2018,Hungary,Daniel Ricciardo,12.0,4.0,12.0,3.6,14.2,4.0,0.8333333333333334,3.6
2018,Hungary,Valtteri Bottas,2.0,5.0,10.0,3.4,14.4,3.8333333333333335,0.8333333333333334,3.4
2018,Hungary,Pierre Gasly,6.0,6.0,8.0,13.8,0.0,14.166666666666666,0.8333333333333334,13.8
2018,Hungary,Kevin Magnussen,9.0,7.0,6.0,9.8,2.2,9.166666666666666,0.8333333333333334,9.8
2018,Hungary,Fernando Alonso,11.0,8.0,4.0,12.8,2.0,12.0,0.8333333333333334,12.8
2018,Hungary,Carlos Sainz,5.0,9.0,2.0,9.8,2.0,10.166666666666666,0.8333333333333334,9.8
2018,Hungary,Romain Grosjean,10.0,10.0,1.0,10.8,2.4,9.5,0.8333333333333334,10.8
2018,Hungary,Brendon Hartley,8.0,11.0,0.0,13.8,0.2,13.0,0.8333333333333334,13.8
2018,Hungary,Nico Hulkenberg,13.0,12.0,0.0,6.6,6.8,6.166666666666667,0.8333333333333334,6.6
2018,Hungary,Esteban Ocon,17.0,13.0,0.0,9.8,2.4,8.0,0.8333333333333334,9.8
2018,Hungary,Sergio Perez,18.0,14.0,0.0,10.6,1.6,9.333333333333334,0.8333333333333334,10.6
2018,Hungary,Marcus Ericsson,14.0,15.0,0.0,12.6,0.6,11.5,0.8333333333333334,12.6
2018,Hungary,Sergey Sirotkin,19.0,16.0,0.0,15.4,0.0,14.5,0.8333333333333334,15.4
2018,Hungary,Lance Stroll,20.0,17.0,0.0,14.8,0.0,14.0,0.8333333333333334,14.8
2018,Italy,Lewis Hamilton,3.0,1.0,25.0,1.8,21.0,1.3333333333333333,1.2592592592592593,1.8
2018,Italy,Kimi Raikkönen,1.0,2.0,18.0,3.0,15.0,3.0,1.2592592592592593,3.0
2018,Italy,Valtteri Bottas,4.0,3.0,15.0,4.0,12.8,4.166666666666667,1.2592592592592593,4.0
2018,Italy,Sebastian Vettel,2.0,4.0,12.0,3.4,16.4,2.1666666666666665,1.2592592592592593,3.4
2018,Italy,Max Verstappen,5.0,5.0,10.0,5.8,11.0,9.166666666666666,1.2592592592592593,5.8
2018,Italy,Esteban Ocon,8.0,6.0,8.0,9.6,2.4,10.166666666666666,1.2592592592592593,9.6
2018,Italy,Sergio Perez,14.0,7.0,6.0,11.4,1.4,11.5,1.2592592592592593,11.4
2018,Italy,Carlos Sainz,7.0,8.0,4.0,9.2,2.4,9.833333333333334,1.2592592592592593,9.2
2018,Italy,Lance Stroll,10.0,9.0,2.0,15.6,0.0,15.333333333333334,1.2592592592592593,15.6
2018,Italy,Sergey Sirotkin,12.0,10.0,1.0,15.4,0.0,15.166666666666666,1.2592592592592593,15.4
2018,Italy,Charles Leclerc,15.0,11.0,0.0,12.2,1.6,14.0,1.2592592592592593,12.2
2018,Italy,Stoffel Vandoorne,17.0,12.0,0.0,13.0,0.0,11.833333333333334,1.2592592592592593,13.0
2018,Italy,Nico Hulkenberg,20.0,13.0,0.0,7.6,5.6,8.833333333333334,1.2592592592592593,7.6
2018,Italy,Pierre Gasly,9.0,14.0,0.0,12.4,1.6,9.666666666666666,1.2592592592592593,12.4
2018,Italy,Marcus Ericsson,18.0,15.0,0.0,13.6,0.4,12.666666666666666,1.2592592592592593,13.6
2018,Italy,Kevin Magnussen,11.0,16.0,0.0,8.6,3.4,8.333333333333334,1.2592592592592593,8.6
2018,Japan,Lewis Hamilton,1.0,1.0,25.0,1.2,23.6,1.1666666666666667,0.875,1.2
2018,Japan,Valtteri Bottas,2.0,2.0,18.0,4.2,12.2,3.8333333333333335,0.875,4.2
2018,Japan,Max Verstappen,3.0,3.0,15.0,6.2,10.0,8.166666666666666,0.875,6.2
2018,Japan,Daniel Ricciardo,15.0,4.0,12.0,3.6,14.2,4.333333333333333,0.875,3.6
2018,Japan,Kimi Raikkönen,4.0,5.0,10.0,2.8,15.6,2.5,0.875,2.8
2018,Japan,Sebastian Vettel,8.0,6.0,8.0,4.0,13.8,2.8333333333333335,0.875,4.0
2018,Japan,Sergio Perez,9.0,7.0,6.0,10.0,2.6,9.833333333333334,0.875,10.0
2018,Japan,Romain Grosjean,5.0,8.0,4.0,11.2,1.8,8.833333333333334,0.875,11.2
2018,Japan,Esteban Ocon,11.0,9.0,2.0,9.0,3.6,8.5,0.875,9.0
2018,Japan,Carlos Sainz,13.0,10.0,1.0,9.2,2.4,9.0,0.875,9.2
2018,Japan,Pierre Gasly,7.0,11.0,0.0,13.0,1.6,11.166666666666666,0.875,13.0
2018,Japan,Marcus Ericsson,20.0,12.0,0.0,13.6,0.4,14.0,0.875,13.6
2018,Japan,Brendon Hartley,6.0,13.0,0.0,13.2,0.2,11.166666666666666,0.875,13.2
2018,Japan,Fernando Alonso,18.0,14.0,0.0,11.0,2.8,9.333333333333334,0.875,11.0
